,B Cells,CD4 T,CD8 T,Cancer Cells,DC,Endothelial Cells,Fibroblasts,Macrophages,Mast Cells,NK,Neutrophils
s_segment_43_4222,0.0773,0.0029,0.008,0.7792,0.0002,0.0473,0.0832,0.0013,0.0004,0,0.0002
s_segment_43_4237,0.0001,0,0.0173,0.1661,0.0008,0.1427,0.2578,0.1625,0.0607,0.1818,0.0102
s_segment_43_4242,0.0002,0.0041,0.2122,0.6525,0.0001,0.1187,0.0069,0.0001,0.0005,0.0031,0.0016
s_segment_43_4246,0.0041,0.1102,0.0023,0.3784,0.0313,0.0004,0.0128,0.1608,0.0511,0.2475,0.0011
s_segment_43_4247,0.0083,0.0004,0.1419,0.3055,0.0049,0.0035,0.4179,0,0.0012,0.1145,0.0019
s_segment_43_4252,0.0065,0,0,0.4482,0.0001,0.2226,0.3017,0.0001,0.0045,0.0163,0
s_segment_43_4254,0,0.0861,0.0001,0.0443,0.0695,0.4818,0.0907,0.2235,0,0.002,0.002
s_segment_43_4269,0.0035,0.0029,0.0004,0.1716,0.0014,0.0212,0.4329,0.0872,0.2165,0.0585,0.0039
s_segment_43_4334,0,0.0006,0,0.7866,0.0003,0.0001,0.0001,0,0.2123,0,0
s_segment_43_4335,0.0173,0.0005,0.1095,0.5133,0.0001,0.0024,0.0023,0.2889,0.0062,0.0592,0.0003
s_segment_43_4355,0,0.0031,0.0071,0.4932,0.0021,0.0003,0.2697,0,0.0665,0.1568,0.0012
s_segment_43_4371,0.0002,0.0301,0.0005,0.1655,0.0004,0.3045,0.0166,0.4655,0.0032,0.013,0.0005
s_segment_43_4373,0,0,0.006,0.6642,0,0,0.0005,0.0831,0.0702,0.1759,0.0001
s_segment_43_4381,0.1522,0.0001,0.0056,0.6811,0,0.0177,0.0514,0.0859,0,0.006,0
s_segment_43_439,0.0001,0.0009,0.0205,0.8765,0.0001,0.0006,0.0401,0.0068,0.0487,0,0.0057
s_segment_43_4390,0,0.0001,0,0.2188,0.0025,0,0.0906,0.5983,0.0897,0,0
s_segment_43_4404,0,0.0008,0.0003,0.6633,0.0001,0.0786,0.0042,0.0007,0.0011,0.1183,0.1326
s_segment_43_4442,0.0017,0.041,0.0064,0.5209,0.0048,0.0004,0.0006,0.3752,0.0084,0.0331,0.0075
s_segment_43_4446,0.0035,0.003,0.008,0.1521,0.0023,0.1296,0.0343,0.6367,0.01,0.0029,0.0176
s_segment_43_4458,0.0425,0.0184,0.0966,0.3448,0.0094,0.0083,0.3003,0.0102,0.0436,0.1037,0.0222
s_segment_43_4483,0,0,0,0.7247,0.0065,0.0008,0,0.241,0,0.0001,0.0269
s_segment_43_4490,0.0008,0.1988,0.0002,0.5605,0.0003,0.0111,0.0009,0.0014,0.2092,0.0167,0.0001
s_segment_43_4514,0.0197,0,0,0.7504,0,0.0019,0.0004,0.2265,0,0.0001,0.001
s_segment_43_4545,0.0001,0,0.002,0.3975,0.005,0.5754,0,0,0.0147,0.0001,0.0052
s_segment_43_4575,0.0023,0.0076,0.0001,0.0409,0,0.1726,0.0013,0.7575,0,0.0001,0.0176
s_segment_43_4588,0.0178,0,0.0001,0.4988,0.192,0.2101,0.0026,0.0781,0,0.0001,0.0004
s_segment_43_4591,0.0108,0.1404,0,0.819,0.0001,0,0,0.0296,0.0001,0,0
s_segment_43_4636,0,0.0001,0.0053,0.9548,0.0009,0.0001,0.0351,0.0004,0.0021,0.0001,0.0011
s_segment_43_465,0.0127,0.0001,0.1045,0.1194,0.0091,0.0001,0.26,0.2216,0.2717,0.0001,0.0007
s_segment_43_4657,0.1366,0.0151,0.0058,0.2484,0.0009,0.2899,0.2021,0.0586,0.0348,0.0066,0.0012
s_segment_43_4666,0.0613,0.0002,0,0.169,0.0001,0.0006,0.0977,0.6257,0.0445,0.0006,0.0003
s_segment_43_4671,0.0001,0.0014,0.0493,0.6739,0.0001,0.1348,0,0,0,0.101,0.0394
s_segment_43_4679,0.0018,0.0068,0.0137,0.7248,0.0032,0.001,0.1431,0.0715,0.0106,0.0062,0.0173
s_segment_43_468,0.0001,0.001,0.0001,0.5809,0.0001,0.0157,0.1895,0,0.0013,0.1968,0.0145
s_segment_43_4706,0.0003,0.0006,0.0118,0.4655,0.0003,0.2039,0.0102,0.2839,0.0002,0.023,0.0003
s_segment_43_4714,0,0.0001,0.0414,0.6286,0.0314,0.2759,0.0194,0,0.0025,0,0.0007
s_segment_43_4719,0.0003,0.0044,0.0015,0.0159,0.0001,0.0001,0.5193,0.4578,0.0003,0.0002,0.0001
s_segment_43_4727,0.2033,0.0233,0.0001,0.4901,0.0003,0.0155,0.0814,0.1853,0.0001,0.0005,0.0001
s_segment_43_4735,0.011,0.0126,0.0245,0.0067,0.0109,0.0741,0.403,0.4054,0.0066,0.0437,0.0015
s_segment_43_474,0.0676,0.0007,0.0001,0.5352,0.1015,0.0001,0.0945,0.1968,0.0002,0.0013,0.002
s_segment_43_4760,0.0001,0,0.1153,0.8247,0.0013,0,0.0579,0.0007,0,0,0
s_segment_43_4770,0.001,0.0457,0.1724,0.347,0.0007,0.2143,0.0085,0.1865,0.0045,0.0185,0.0009
s_segment_43_4781,0.0002,0.0021,0.001,0.4314,0,0.0012,0.3314,0.0049,0.0031,0.2182,0.0065
s_segment_43_4783,0.001,0,0,0.1572,0.0001,0,0.13,0.234,0,0.4775,0.0002
s_segment_43_4832,0.1213,0.0007,0.0003,0.2052,0.0494,0.0084,0.2662,0.2963,0.0247,0.0015,0.026
s_segment_43_4850,0.0004,0.0007,0.0007,0.5019,0.0621,0.1377,0.2198,0.003,0.0011,0.0057,0.0669
s_segment_43_4900,0.002,0.002,0.0002,0.3067,0.0007,0.1887,0.0006,0.2791,0.2066,0.0134,0
s_segment_43_4925,0.0007,0.0001,0.22,0.4748,0,0.0005,0,0.2779,0.0245,0.0012,0.0003
s_segment_43_4945,0.0058,0.0325,0.0086,0.3954,0.0178,0.0476,0.0796,0.337,0.0009,0.0546,0.0202
s_segment_43_4966,0.017,0.0002,0.0627,0.1859,0.0243,0.2551,0.3547,0.0001,0.0999,0.0001,0
s_segment_43_4968,0.0001,0.0001,0.0009,0.611,0,0.0025,0,0.3847,0.0007,0,0
s_segment_43_4987,0.0003,0.0227,0.0004,0.7972,0.001,0.0318,0.0189,0.0001,0.0416,0.0833,0.0027
s_segment_43_518,0.0013,0.0352,0.0208,0.8607,0.0003,0.0003,0.0293,0.0001,0.0011,0.0498,0.0011
s_segment_43_530,0.0005,0,0.0009,0.7574,0.0001,0.1673,0.0004,0.0319,0.0121,0.0001,0.0293
s_segment_43_578,0.0001,0.013,0.0005,0.0018,0.0028,0.0913,0.1006,0.755,0.0098,0.0169,0.0082
s_segment_43_59,0.0291,0.0003,0.0002,0.6816,0.008,0.2315,0.0001,0.0003,0.0132,0.001,0.0347
s_segment_43_625,0.014,0.0027,0.0048,0.6313,0.0058,0.0004,0.0408,0.0032,0.0479,0.2468,0.0023
s_segment_43_66,0.0274,0,0.1953,0.5353,0.0001,0.0001,0.0972,0.0828,0.0615,0.0003,0
s_segment_43_662,0.0016,0.001,0.0002,0.8467,0.0061,0.0358,0.0001,0.0034,0.0992,0.0058,0.0001
s_segment_43_666,0.0093,0.0013,0.001,0.529,0.056,0.0056,0.129,0.1323,0.0635,0.0489,0.0241
s_segment_43_693,0,0.0001,0.0458,0.6209,0.0017,0.0007,0.1429,0.0134,0,0.052,0.1225
s_segment_43_705,0.0007,0.0053,0.0007,0.7246,0.0012,0.0475,0.0013,0.0033,0.0005,0.2142,0.0007
s_segment_43_734,0.0001,0.0038,0.0013,0.0032,0,0.3989,0.1157,0.4751,0.0006,0,0.0013
s_segment_43_80,0.2096,0,0,0.5871,0.0001,0.1221,0,0,0.0001,0.0001,0.0809
s_segment_43_808,0.0085,0.0015,0.0002,0.9715,0.0001,0.0001,0.0058,0.009,0.0006,0.0023,0.0004
s_segment_43_812,0.001,0.0012,0.0035,0.2427,0.0056,0.0147,0.0024,0.6531,0.0136,0.0599,0.0023
s_segment_43_848,0.0896,0.0007,0.1512,0.6027,0.0001,0,0.1458,0,0.0014,0.0085,0
s_segment_43_896,0.0932,0.008,0.0271,0.7274,0.0009,0.0042,0.0004,0.1003,0.0001,0.0002,0.0382
s_segment_43_917,0.0108,0.1229,0.0005,0.4561,0.0007,0.0068,0.1584,0.1538,0.0065,0.0013,0.0822
s_segment_43_927,0.001,0.1631,0.0147,0.6543,0.0167,0.0657,0.0069,0.0002,0.0041,0.0713,0.002
s_segment_43_931,0.0007,0.0038,0.0019,0.8474,0.0292,0.012,0.0134,0.0025,0.0071,0.0819,0.0001
s_segment_43_988,0.0001,0.1376,0.001,0.2562,0.0001,0,0,0.6016,0.0026,0,0.0008
s_segment_43_992,0.0003,0.0253,0.0051,0.44,0,0.1532,0,0.031,0.0009,0.3349,0.0093
s_segment_44_100,0.0363,0.0038,0.0002,0.3595,0.0007,0.0222,0.3552,0.0017,0.2009,0.0195,0
s_segment_44_1080,0.0004,0.0231,0.0561,0.0798,0.0011,0.0883,0.4452,0.2129,0.0198,0.0006,0.0727
s_segment_44_1083,0.0002,0.0027,0.0039,0.8241,0.0549,0.002,0.0441,0.0642,0,0.0039,0
s_segment_44_1139,0.0002,0,0,0.7502,0.0002,0.0169,0.1992,0.0001,0.0001,0.0331,0
s_segment_44_1142,0.0535,0,0,0.2334,0.0047,0.5718,0.0846,0.0002,0.0004,0.0509,0.0005
s_segment_44_1160,0.0005,0.0007,0,0.729,0.0803,0.0002,0.1544,0.0335,0.0004,0.0003,0.0007
s_segment_44_1164,0.0007,0.0951,0.0057,0.0083,0.0021,0.0008,0.1089,0.6982,0.0002,0.0797,0.0003
s_segment_44_1179,0.0098,0.0088,0.1148,0.0815,0.0424,0.0498,0.3814,0.1963,0.0198,0.0934,0.002
s_segment_44_1200,0.0002,0.0362,0.0299,0.7079,0.0064,0.1872,0.0069,0.0013,0.0001,0.0096,0.0143
s_segment_44_1218,0.001,0.0222,0.0182,0.6255,0.0447,0.023,0.0006,0.137,0.127,0.0005,0.0003
s_segment_44_1257,0.0608,0.0003,0,0.6115,0.0002,0.0031,0,0.1905,0.1335,0,0.0001
s_segment_44_126,0.0196,0,0.0001,0.696,0.0027,0.0014,0.1118,0.0042,0.0013,0.1594,0.0035
s_segment_44_1288,0.0035,0.0422,0.0022,0.5689,0.0015,0.0003,0.1022,0.043,0.2329,0.0018,0.0015
s_segment_44_1301,0.0002,0.0248,0.0001,0.9734,0.0006,0.0001,0,0,0,0.0001,0.0007
s_segment_44_1319,0.0088,0,0.0014,0.602,0,0.1578,0.0001,0.0135,0.0747,0.0028,0.1389
s_segment_44_1334,0,0.0007,0.0003,0.5558,0.0024,0.001,0.0322,0.0044,0.3181,0.0616,0.0235
s_segment_44_1338,0,0,0,0.6816,0,0.0001,0.3113,0,0,0.0007,0.0063
s_segment_44_1397,0.0013,0.0757,0.0007,0.7284,0.0002,0,0.0001,0.0123,0,0.1812,0.0001
s_segment_44_1457,0.0004,0.0212,0.0325,0.3212,0.0076,0.2016,0.0002,0.304,0.0002,0.0006,0.1105
s_segment_44_1460,0.0042,0,0,0.8944,0.0002,0.012,0.0011,0.0001,0.0006,0.064,0.0234
s_segment_44_1488,0.0004,0,0,0.6318,0.0002,0.1766,0.053,0.138,0,0,0
s_segment_44_1511,0.0001,0.0003,0.0003,0.2076,0,0.1508,0.0002,0.6122,0.0053,0.0231,0.0001
s_segment_44_1521,0.0158,0.0007,0.007,0.788,0.0347,0.0001,0.0433,0.0296,0.0773,0.0035,0
s_segment_44_1531,0.0002,0.1465,0,0.1345,0.0002,0.3831,0.0241,0.3098,0,0.0008,0.0008
s_segment_44_1537,0,0.04,0.0415,0.6955,0.015,0.0001,0,0.1958,0.0001,0.0109,0.0011
s_segment_44_1541,0.0001,0.0008,0.0976,0.7554,0.0686,0.005,0.0481,0.0219,0.0025,0,0
s_segment_44_1557,0.0008,0.0095,0.002,0.2816,0.0213,0.5407,0.0087,0.076,0.0008,0.0506,0.008
s_segment_44_1564,0.0038,0.0184,0.0963,0.2224,0.0001,0.0292,0.1573,0.0871,0.2876,0.0777,0.0201
s_segment_44_1570,0.0057,0.0725,0.0002,0.487,0.0006,0.3832,0.0401,0.0009,0.0002,0.005,0.0046
s_segment_44_1583,0,0.0108,0.0001,0.8512,0.0471,0.0203,0.001,0.0263,0.0414,0.0001,0.0017
s_segment_44_1609,0.0069,0.0127,0.0006,0.804,0.0967,0.0021,0.0002,0.0018,0.0077,0.0434,0.0239
s_segment_44_1620,0.0002,0.0002,0,0.8724,0.0001,0.0008,0.0004,0.0143,0.0002,0.1111,0.0003
s_segment_44_1629,0.015,0.0004,0.0615,0.3309,0.1504,0.2794,0.1544,0.0008,0.0035,0.0018,0.0019
s_segment_44_1633,0.0003,0.0061,0.0291,0.8433,0.0002,0.0006,0.0005,0.0571,0.0162,0.0001,0.0465
s_segment_44_1636,0.0023,0.0001,0,0.8735,0.0039,0.0007,0,0.0039,0,0.1156,0
s_segment_44_1640,0.0002,0.0117,0.0316,0.0369,0.0216,0.3362,0.2518,0.3063,0.0005,0.0007,0.0025
s_segment_44_1658,0.0001,0.0005,0.0014,0.7631,0.0017,0.0002,0,0.2164,0.0145,0.0001,0.002
s_segment_44_1702,0,0,0.0397,0.7578,0.0001,0.1371,0,0,0.0564,0.0089,0
s_segment_44_1719,0.0311,0.0106,0.0003,0.5813,0.0001,0,0.2468,0.0006,0.0696,0.057,0.0026
s_segment_44_1738,0.0005,0.0001,0,0.8141,0.0033,0.0002,0.0003,0.0016,0.1344,0.0341,0.0114
s_segment_44_174,0.0004,0.0005,0.0001,0.3511,0,0.0945,0.0925,0.4165,0.0443,0.0001,0
s_segment_44_1742,0.1488,0.0002,0.0006,0.6178,0.0078,0.2005,0.0002,0.0004,0.0007,0.023,0
s_segment_44_1743,0.0199,0.0321,0.0291,0.7612,0.0013,0.0273,0.0032,0.0673,0.0183,0.0137,0.0266
s_segment_44_1761,0.0023,0.0085,0.0098,0.2999,0.0005,0.0012,0,0.6321,0.0454,0.0001,0.0002
s_segment_44_1804,0.018,0.0007,0,0.1123,0.0161,0,0.3898,0.4507,0,0.0001,0.0123
s_segment_44_1830,0.0235,0.0081,0.0013,0.1104,0.0337,0.2231,0.4013,0.1176,0.0139,0.0426,0.0245
s_segment_44_1898,0.0592,0.0365,0.0028,0.4682,0.0543,0.1681,0.0109,0.1023,0.0151,0.0013,0.0813
s_segment_44_1901,0,0.0961,0,0.5443,0,0,0.3541,0.0024,0,0.003,0.0001
s_segment_44_1933,0.0078,0.0007,0.0002,0.7098,0.0001,0.072,0.1498,0.0001,0.0583,0.0008,0.0004
s_segment_44_1937,0,0.0013,0.0933,0.7814,0,0.0027,0.0003,0.0127,0,0.1082,0.0001
s_segment_44_1980,0.0088,0.0339,0.013,0.5065,0.0028,0,0.4213,0.0008,0.0036,0.0005,0.0088
s_segment_44_2010,0.0028,0.0004,0.0883,0.0449,0.0025,0.0013,0.273,0.5854,0.0001,0.0001,0.0012
s_segment_44_2011,0.0266,0.0099,0.0119,0.0444,0.0003,0.002,0.4994,0.3207,0.0327,0.0028,0.0493
s_segment_44_2063,0,0.0045,0.0088,0.5336,0.0203,0.0001,0.0974,0.2171,0.0405,0.0014,0.0763
s_segment_44_2103,0.0465,0,0.021,0.471,0.0011,0.1488,0.1353,0.0006,0.1172,0.051,0.0075
s_segment_44_2107,0.0001,0.0006,0,0.0419,0.0108,0.0001,0.7626,0.1735,0.0007,0.0095,0.0002
s_segment_44_2121,0.038,0.0293,0.0001,0.0822,0.0105,0.4083,0.0145,0.4066,0.0006,0.0095,0.0004
s_segment_44_2122,0,0.1525,0.043,0.4282,0.0004,0.0114,0.0052,0.2953,0.0566,0.0001,0.0073
s_segment_44_2165,0.0013,0.0163,0.0111,0.7223,0,0.0469,0,0,0.2016,0.0001,0.0004
s_segment_44_2167,0,0.0012,0,0.5111,0.0383,0.1666,0.0001,0.0005,0.1931,0.0891,0
s_segment_44_2171,0.0197,0.0007,0.0082,0.4506,0.0874,0.2906,0.0207,0.0013,0.0569,0.0502,0.0137
s_segment_44_2188,0.0455,0.0184,0.008,0.6168,0.011,0.0077,0.0001,0.1387,0.0001,0.1509,0.0028
s_segment_44_2192,0.1178,0.073,0.0005,0.6815,0.0006,0.0481,0,0.0647,0.0001,0.0078,0.0059
s_segment_44_2218,0.0172,0.0156,0.043,0.2468,0.0111,0.005,0.0411,0.5709,0.0129,0.0235,0.0129
s_segment_44_2228,0.0489,0.0004,0.0021,0.7327,0.0419,0.001,0.0031,0.0449,0.1131,0.0019,0.01
s_segment_44_2241,0.0512,0.0002,0.0001,0.677,0.0265,0.1066,0.0004,0.0631,0.0749,0,0
s_segment_44_225,0.004,0.0005,0.001,0.1258,0.0056,0.0325,0.3215,0.1911,0.1061,0.2001,0.0118
s_segment_44_226,0.046,0.0019,0.0008,0.6411,0.0002,0.0618,0.0331,0.1972,0.0148,0.0027,0.0004
s_segment_44_2278,0.0043,0.0093,0.0891,0.4627,0.0154,0.0582,0.0161,0.1117,0.0613,0.042,0.1299
s_segment_44_2301,0.0007,0.0102,0.0001,0.516,0.0878,0.1923,0.0058,0.095,0.0015,0.0044,0.0862
s_segment_44_2341,0.0953,0.0008,0.033,0.1562,0.0023,0.0611,0.4741,0.1636,0.0072,0.0028,0.0036
s_segment_44_2368,0.0019,0,0,0.383,0,0.0016,0.3684,0.2011,0.0001,0.0009,0.043
s_segment_44_2390,0,0.0001,0.122,0.2628,0,0,0.2653,0.3498,0,0,0
s_segment_44_2395,0.0053,0.0038,0.0041,0.6748,0,0.1505,0.0012,0.0047,0.0538,0.1016,0.0002
s_segment_44_2403,0.0013,0.0002,0.0026,0.3428,0.0005,0.0454,0.3759,0,0.0921,0.1344,0.0048
s_segment_44_2404,0.0042,0.0001,0.0001,0.3458,0,0,0.1297,0.2266,0.0008,0.2911,0.0016
s_segment_44_2413,0.0001,0.0001,0.0037,0.8696,0.001,0.0281,0,0.0974,0,0,0
s_segment_44_2416,0.0008,0.0006,0.1153,0.142,0.124,0.167,0.3145,0.1349,0.0001,0.0006,0.0002
s_segment_44_242,0.0067,0.0002,0.0007,0.122,0.0327,0.0001,0.4632,0.3737,0.0005,0.0002,0
s_segment_44_2445,0.0016,0.0162,0.0008,0.8287,0.0006,0.0105,0.0005,0.0309,0.1017,0.0078,0.0007
s_segment_44_2480,0.0772,0,0.0002,0.3732,0.0168,0.0012,0.0001,0.5164,0.0132,0.0009,0.0008
s_segment_44_2482,0.0067,0.0001,0.0094,0.8273,0,0.021,0,0.0423,0.0772,0.0096,0.0064
s_segment_44_2488,0,0,0,0.3498,0,0.0148,0.0007,0.5876,0.0462,0.0001,0.0008
s_segment_44_249,0.1869,0.0012,0.0398,0.549,0.0023,0.1952,0.0002,0.0144,0.0108,0.0001,0.0001
s_segment_44_252,0.0017,0.001,0,0.7671,0.0001,0.1132,0.0263,0,0,0.0906,0
s_segment_44_2539,0.1626,0.0042,0.001,0.4769,0,0.2733,0.0044,0.0063,0.0051,0.0001,0.0661
s_segment_44_2600,0.0361,0.0065,0.0001,0.9027,0,0.0001,0,0.012,0.0008,0.0001,0.0416
s_segment_44_2615,0.0568,0.0057,0.0058,0.6215,0.0832,0.0141,0.0537,0.0064,0.1303,0.0202,0.0023
s_segment_44_2630,0.0009,0.1681,0.0426,0.5823,0.0001,0.0738,0.13,0.0001,0.0005,0.0008,0.0008
s_segment_44_265,0.0784,0.0075,0.0208,0.6335,0.0977,0.14,0.0029,0.0024,0.0014,0.0088,0.0066
s_segment_44_2652,0,0.0749,0.0149,0.1337,0.0006,0.5132,0.0001,0.2621,0,0.0003,0.0002
s_segment_44_2659,0.008,0.0449,0,0.739,0.0009,0.1617,0.0026,0,0.0001,0.0428,0
s_segment_44_2685,0.002,0.0157,0.0622,0.5577,0.0075,0.0026,0.0989,0.021,0.087,0.0544,0.091
s_segment_44_272,0.1211,0.0088,0.0027,0.5208,0.0041,0.0287,0.1136,0.0044,0.0009,0.1013,0.0936
s_segment_44_2721,0.1036,0.0008,0.1467,0.1653,0.0001,0.3624,0.0009,0.219,0.0006,0.0006,0
s_segment_44_2725,0,0.0037,0.0007,0.4305,0.0001,0,0.5551,0,0.0005,0.0001,0.0093
s_segment_44_2779,0.0001,0.0026,0.0003,0.1318,0.0553,0.007,0.4903,0.3116,0.0001,0.0008,0.0001
s_segment_44_2787,0.0165,0.0513,0.0002,0.0851,0.0056,0.4779,0.0109,0.3132,0.0011,0.0359,0.0023
s_segment_44_2829,0,0.002,0.008,0.4209,0.0566,0.05,0.04,0.1965,0.0457,0.0589,0.1214
s_segment_44_2886,0.002,0.0002,0.0002,0.3837,0.0008,0.0026,0.0111,0.5718,0.0275,0,0.0001
s_segment_44_2895,0,0.0011,0,0.761,0.1149,0.0566,0.0001,0.0056,0.0197,0.0158,0.0252
s_segment_44_2909,0.0016,0.0013,0.0018,0.8786,0.0586,0.028,0.0003,0.0134,0.0037,0.0013,0.0114
s_segment_44_2919,0.0006,0.0083,0.0004,0.0059,0.0083,0.0261,0.2851,0.5904,0.0719,0.0003,0.0027
s_segment_44_2942,0,0,0.0125,0.6855,0.002,0,0.2969,0,0.0017,0.0001,0.0013
s_segment_44_2951,0.005,0.0191,0.0009,0.5619,0.0222,0.0079,0.1946,0.0828,0.0004,0.0003,0.1049
s_segment_44_2965,0.0001,0.0038,0.0004,0.4508,0.0005,0.0009,0.4617,0.0002,0.0019,0.0125,0.0672
s_segment_44_2973,0.0025,0.0001,0.0011,0.9453,0.0001,0.0141,0.0053,0.0277,0.0038,0,0
s_segment_44_2989,0,0.0026,0.0019,0.5772,0.131,0.019,0.0034,0.0098,0.188,0.0004,0.0667
s_segment_44_300,0.0001,0,0,0.793,0.0002,0,0,0.2052,0.0012,0,0.0003
s_segment_44_3031,0.1583,0.0002,0,0.643,0.0409,0,0.0001,0.1574,0.0001,0,0
s_segment_44_3057,0.0004,0.0016,0.0017,0.9184,0.0003,0.0625,0.0001,0.0067,0.0002,0.0007,0.0074
s_segment_44_3059,0.0099,0.0001,0.1492,0.8209,0,0,0.0004,0,0,0.0195,0
s_segment_44_3076,0.023,0.0009,0.0117,0.166,0.0044,0.002,0.4234,0.2429,0.1006,0.0094,0.0157
s_segment_44_3143,0.0004,0,0.1436,0.5164,0.0003,0.0563,0.0284,0,0.2541,0.0004,0.0001
s_segment_44_3163,0,0,0.0092,0.9173,0,0.0018,0.0702,0.0006,0.0001,0.0001,0.0007
s_segment_44_3186,0.1108,0.0061,0.0003,0.6,0.0785,0,0.0915,0.0024,0.1103,0,0.0001
s_segment_44_32,0.0004,0.0195,0.0368,0.4866,0.0031,0.4217,0.0032,0.0002,0.021,0.0002,0.0073
s_segment_44_3226,0.002,0.0003,0.0013,0.4886,0.0161,0.0584,0.1724,0.0009,0.2579,0.0009,0.0012
s_segment_44_3233,0.0286,0.0001,0,0.3177,0,0.0332,0.0001,0.6149,0,0.0009,0.0045
s_segment_44_3273,0.0532,0,0.0255,0.2367,0.0017,0.4063,0.0276,0.1499,0.0531,0.0043,0.0417
s_segment_44_3289,0.0002,0.0575,0.0011,0.4532,0,0.2661,0.0006,0.1955,0.0133,0.0124,0.0001
s_segment_44_3317,0.0003,0.0131,0.0127,0.8514,0.0021,0.0025,0.0037,0.0758,0.0173,0.0208,0.0003
s_segment_44_3328,0,0,0.0437,0.7404,0.0411,0.0001,0.0045,0.0001,0.06,0.1101,0
s_segment_44_3355,0.0059,0.0006,0.0006,0.0697,0.0006,0.0294,0.5238,0.3148,0.0264,0.0006,0.0276
s_segment_44_3364,0.0001,0,0.0005,0.7457,0,0.2504,0.0001,0,0.0019,0.0012,0.0001
s_segment_44_3439,0.002,0.076,0.2309,0.1992,0.0001,0.0036,0.2176,0.2638,0.0002,0.0034,0.0032
s_segment_44_3460,0.0335,0.0001,0.058,0.4466,0.0035,0,0.0005,0.4518,0,0.006,0
s_segment_44_3506,0.0004,0.0262,0.0175,0.8007,0.0475,0.001,0.0018,0,0.0863,0.0145,0.0041
s_segment_44_3512,0.1674,0.0027,0.0033,0.381,0.0001,0.0059,0.3386,0.0958,0.0001,0.0051,0
s_segment_44_3590,0.0248,0.0054,0.0486,0.6218,0.0228,0.0008,0.0307,0.0669,0.1334,0,0.0448
s_segment_44_3607,0.0367,0.0001,0,0.4275,0,0.1409,0.3808,0.0137,0.0002,0.0001,0
s_segment_44_3608,0,0.0003,0.0001,0.3696,0,0.2004,0.0323,0.3848,0,0.0113,0.0012
s_segment_44_3623,0.0018,0.0387,0.0009,0.5156,0.0004,0.0098,0.1272,0.0279,0.0012,0.1455,0.131
s_segment_44_364,0.0026,0.0096,0.001,0.852,0,0.0196,0.0001,0.0002,0.0018,0,0.1131
s_segment_44_3645,0.0802,0.1592,0,0.2222,0.0794,0.0034,0.1981,0.2553,0,0.0021,0.0001
s_segment_44_3652,0.0151,0.036,0,0.7541,0,0.0099,0,0.1847,0,0.0001,0.0001
s_segment_44_3666,0,0,0.0313,0.6082,0.002,0.0001,0.0004,0.0898,0.0037,0.2579,0.0066
s_segment_44_3686,0.0003,0.0698,0.1373,0.5245,0.0004,0.2329,0.001,0.0003,0.0307,0.0023,0.0005
s_segment_44_3693,0.0575,0.0002,0.0049,0.1139,0.0276,0.2712,0.0025,0.4346,0.0049,0.079,0.0037
s_segment_44_3709,0,0.0231,0.0002,0.3078,0.0044,0.113,0.4999,0.0071,0.0433,0.0009,0.0003
s_segment_44_3750,0,0,0.0001,0.1387,0.0001,0,0.5957,0.2542,0.0005,0.0107,0
s_segment_44_3759,0.0031,0.017,0.0077,0.5946,0.0212,0.0007,0.0614,0.0019,0.0559,0.2355,0.001
s_segment_44_3790,0,0,0.1082,0.884,0,0,0.0036,0.0034,0.0001,0.0002,0.0005
s_segment_44_3792,0.0011,0.0509,0.0105,0.4012,0.0047,0.1315,0.0007,0.285,0.0036,0.0042,0.1066
s_segment_44_3793,0.0065,0.0002,0.0014,0.3921,0.0375,0.5264,0.0014,0.0028,0.0165,0.0019,0.0133
s_segment_44_3877,0.0007,0.0002,0.0007,0.6332,0.0128,0.1508,0.0718,0.0005,0.0415,0.0823,0.0055
s_segment_44_3892,0.0001,0.0006,0.0011,0.7234,0.0001,0.0185,0.0006,0.0131,0.0002,0.2147,0.0276
s_segment_44_393,0.0219,0.0062,0.003,0.5183,0.1677,0.1638,0.0139,0.0909,0.0016,0.0014,0.0113
s_segment_44_3938,0.0001,0.0443,0.0001,0.2526,0.0015,0.0003,0.1641,0.0739,0.0379,0.4252,0
s_segment_44_3992,0.0014,0.0001,0.0044,0.4261,0.0068,0.0126,0.2002,0.3293,0.019,0,0.0001
s_segment_44_4015,0.0258,0.0166,0.1102,0.8181,0.0087,0.0005,0.0003,0.0031,0.0006,0.0155,0.0006
s_segment_44_4027,0.0349,0.0045,0.0001,0.3843,0.0019,0.5118,0.0002,0.0182,0.0418,0.0006,0.0017
s_segment_44_4039,0.001,0.0054,0.0145,0.4481,0.001,0.0554,0.0024,0.3683,0.0307,0.0696,0.0036
s_segment_44_4046,0.0345,0.0452,0.0001,0.3829,0.0001,0.0001,0.003,0.4688,0.0001,0.0005,0.0647
s_segment_44_4052,0.0002,0.0001,0.0183,0.568,0,0.2876,0.0037,0.0002,0.0001,0.1214,0.0004
s_segment_44_4070,0.003,0.0005,0.1238,0.5169,0.0079,0.0024,0.1709,0.0003,0.1732,0.001,0.0001
s_segment_44_4106,0.0002,0.0005,0.0032,0.6956,0.0002,0,0.0034,0.0489,0.1639,0.0186,0.0655
s_segment_44_411,0.0015,0.096,0.0011,0.1371,0.0023,0.2181,0.0001,0.5314,0.0087,0.0034,0.0003
